Mr_t_exp,Mt_t_exp,Mr_c_exp,Mt_c_exp,Mr_t,Mt_t,Mr_c,Mt_c,ecc
-2.775598792,-1.331794456,3.885401632,2.38236607,-3.457950217,-1.439693739,4.051202906,2.705264437,17.95111
-2.598082183,-1.116090717,3.131495263,1.99127747,-2.122016504,-0.959467519,2.866884345,1.630801758,22.12313
-1.331059685,-0.600205765,1.881649337,1.265554484,-0.990505525,-0.541748185,2.01235173,1.419906205,11.96583
-3.835891802,-1.870622277,5.213329367,3.15495027,-4.825438095,-2.323309051,5.709166664,3.511813495,25.26073
-1.679360916,-0.752591994,2.122530362,1.44258489,-2.0135314,-0.565714065,1.354204847,1.827592817,13.68852
-1.822292856,-0.819812509,2.553188608,1.632076866,-1.769116891,-0.762573613,2.524704374,1.787828855,14.00997
-3.616718367,-1.806620993,5.263895446,3.073955405,-4.174474092,-2.172816999,5.755251024,3.417378301,23.52815
-1.698694901,-0.729595756,2.067168608,1.455641881,-1.814461277,-0.61983936,1.63894234,1.464999242,16.75641
-2.695905969,-1.325960902,3.917201947,2.325666993,-2.880690633,-1.404691842,4.108855236,2.485537502,19.29578
-1.661663317,-0.688329548,2.133270194,1.352157332,-1.462251214,-0.643124739,2.295734441,1.352534613,14.66491
0.407521076,0.329909541,-0.590824438,-0.080175577,0.116809498,0.086688756,0.116809498,0.086688756,0
-2.822880081,-1.499636165,4.543612955,2.607044358,-2.630137834,-1.518588218,4.814584892,2.68487258,18.73654
0.279643744,0.3528065,-0.68815464,-0.105066854,0.142313085,0.104910051,0.142313085,0.104910051,0
-1.38063809,-0.55352933,1.820016088,1.19288718,-1.345016071,-0.435870228,1.830153141,1.30569535,10.23326
-0.08556331,-0.015965149,0.695367013,0.493423323,0.087517022,0.05875476,0.087517022,0.05875476,0
0.574937635,0.501209447,-1.110529071,-0.40605531,0.142092884,0.106141979,0.142092884,0.106141979,0
-1.628207513,-0.64942285,1.683864516,1.248518206,-1.502505545,-0.533496993,1.653308464,1.129500198,16.3767
-1.715840473,-0.666735534,1.944074172,1.327739393,-1.384212565,-0.569056133,1.784079464,1.069078245,17.15285
-0.784041845,-0.221166594,0.607832925,0.690941394,-1.170494727,-0.177811363,0.444885194,1.021738322,10.16186
-3.240764323,-1.559879029,4.364115697,2.715749021,-3.848628133,-1.791673946,4.636803457,2.95415128,23.03895
-2.494801652,-1.31163148,3.91627084,2.3792942,-2.378899711,-1.375273023,4.134267425,2.349347609,17.25611
-0.349423716,-0.131135005,0.990563398,0.625882828,0.136140224,0.099517939,0.136140224,0.099517939,0
-3.118872463,-1.408209458,3.763734172,2.395737905,-3.432293813,-1.355940756,3.323300871,2.588015346,23.32415
-1.933875042,-0.925456874,2.712434091,1.739127803,-2.511970007,-0.830300809,1.953907901,2.052137501,13.82505
-2.359808948,-1.123716805,3.299004806,2.073934468,-2.344015248,-1.173030734,3.392850618,2.185749338,16.19404
-1.914164785,-0.763839615,2.12329524,1.451768274,-1.667634788,-0.650362548,2.14454802,1.386818256,17.09059
-1.322750234,-0.453448532,1.341919208,1.000368185,-1.009078599,-0.375391264,1.550380151,1.057488112,13.81241
-0.450411219,-0.184264917,1.32563547,0.718944875,0.177874402,0.125802881,0.177874402,0.125802881,0
-3.08439501,-1.494559465,4.3471154,2.632605816,-3.190183146,-1.673803338,4.439552459,2.514266524,21.73737
-0.264434654,-0.042936919,0.837096773,0.505661841,0.164556027,0.118069515,0.164556027,0.118069515,0
-3.735037548,-1.891479474,5.512337705,3.195867163,-3.788824835,-2.245597389,6.526903942,3.35285923,24.85085
0.567589518,0.4826223,-1.04289342,-0.315901693,0.236593868,0.188175272,0.236593868,0.188175272,0
-0.289331308,-0.052587178,0.807393669,0.490136141,0.114147441,0.074785541,0.114147441,0.074785541,0
-2.610247015,-1.251841097,3.752793838,2.275821174,-2.563983952,-1.246109954,3.743242152,2.215376868,19.49146
0.053605027,0.124686421,0.166448764,0.27333566,0.096630757,0.059788408,0.096630757,0.059788408,0
-2.202196733,-1.082921971,3.55289706,2.021145903,-2.281896254,-0.938933716,3.319226095,2.190235556,12.77613
-1.719493531,-0.656975825,1.846348032,1.295289866,-1.287991924,-0.524223175,1.829166065,1.206237286,16.70594
-3.495928533,-1.844906596,5.399342697,3.107359253,-3.130625855,-2.030080195,6.421520747,3.255309996,23.64522
0.084836441,0.063867908,0.48574419,0.366254209,0.119515832,0.091212441,0.119515832,0.091212441,0
-2.818098515,-1.300839366,3.55371316,2.253260264,-2.597408865,-1.297880012,3.506730623,2.126726997,21.0935
0.051029883,0.010568423,0.715445565,0.408889517,0.082916629,0.061894109,0.082916629,0.061894109,0
-1.999887658,-0.798050187,2.326614451,1.493957889,-1.847341865,-0.598341274,2.439691854,1.518525235,17.30229
-1.152680706,-0.443780609,1.429858284,0.990577005,-1.303236512,-0.37474175,1.511643548,1.086958993,11.19873
-2.291240538,-1.059461699,3.326253575,2.003501827,-2.536696957,-1.047031031,3.363542062,2.369213421,16.50704
-1.825545617,-0.755452729,1.932025487,1.465149921,-1.915998141,-0.589431432,1.240516546,1.428425565,17.75776
-0.325919552,-0.083749654,0.786453268,0.585917777,0.17168567,0.130576786,0.17168567,0.130576786,0
0.08840934,0.066705444,0.439678721,0.32681638,0.094200436,0.06177189,0.094200436,0.06177189,0
-2.396449389,-1.049716295,2.668353228,1.86154589,-2.08734323,-0.860142214,1.756676681,1.465735391,22.48031
-2.955054675,-1.505870711,4.470820058,2.641348015,-3.078717537,-1.631868657,5.331330443,2.916468848,18.83597
-0.361126374,-0.220507131,1.23226376,0.796725516,0.082165159,0.058247688,0.082165159,0.058247688,0
-3.848967239,-1.934383058,5.664400753,3.283747846,-4.203402641,-2.358713465,6.4073723,3.464147128,25.79117
-1.971189001,-0.894938491,2.613330735,1.709514746,-1.614520672,-0.775146419,2.457665978,1.452872724,17.51171
