Mr_t_exp,Mt_t_exp,Mr_c_exp,Mt_c_exp,Mr_t,Mt_t,Mr_c,Mt_c,ecc
-3.212428006,-1.770005622,4.807116785,2.744666613,-2.877672812,-1.787026286,4.89242212,2.742405929,25.59192
0.108781769,0.083196132,0.108781769,0.083196132,0.091523936,0.068034653,0.091523936,0.068034653,0
-1.430035271,-0.558827097,1.676112935,1.269726292,-1.601625139,-0.467162183,1.301270351,1.328243832,14.21935
-1.816390294,-0.775936424,2.496783108,1.639982834,-1.536058692,-0.744451292,2.445121056,1.569207025,14.27874
-1.571040998,-0.638545908,2.630041145,1.771916771,-1.972896753,-0.556024358,2.628507678,1.982770717,10.51234
-2.74979352,-1.452944868,4.352952305,2.545418252,-2.847277061,-1.482803226,4.241091148,2.66413803,19.61261
-1.878703295,-0.775669415,2.979429576,1.785086361,-1.974917866,-0.857980915,2.731464917,1.90638541,12.24641
0.169607922,0.1243383,0.169607922,0.1243383,0.165160974,0.124042866,0.165160974,0.124042866,0
-3.16698964,-1.459225815,4.270082935,2.707268585,-3.402484242,-1.473522469,4.04645178,2.672351985,17.94787
-1.547667429,-0.576600522,2.165145013,1.537265755,-1.344925708,-0.474599861,2.329970252,1.558549191,10.54702
-2.632058707,-1.23289672,3.879871202,2.282116119,-2.648723828,-1.233428016,3.64612907,2.092095374,16.6186
-2.31839606,-1.085660479,3.156641017,1.932883597,-1.990830412,-1.074667313,3.042680082,1.940526193,16.67509
-1.426915262,-0.485854431,1.513748427,1.17299839,-1.216331484,-0.433639634,1.630108072,1.159637248,14.59127
-3.331472643,-1.759613035,4.852500733,2.737348251,-3.579327289,-1.928028349,5.023851688,2.902458402,24.16414
-2.106671231,-0.804464886,2.108335197,1.579056706,-1.801532729,-0.822428918,2.640257553,1.535010809,17.36068
-2.442075375,-1.129706711,2.839973971,1.952115745,-2.51851619,-1.094393157,2.987817301,1.930827758,23.47132
-2.636768777,-1.32373923,3.665652019,2.246379492,-2.525475142,-1.400371266,3.631861391,2.276779338,22.89035
-2.208574801,-0.951766324,3.350604052,2.223191157,-2.275249081,-1.120587355,3.40398362,2.17315268,13.57751
-1.523650783,-0.632553577,2.268705544,1.480775051,-1.232363068,-0.641270423,2.387119595,1.522601782,13.77061
-2.549708815,-1.183008753,4.175531236,2.465194832,-2.848133202,-1.213882169,3.934761164,2.587196016,16.08179
-2.082563864,-0.765954832,2.734880603,1.966260387,-1.900331743,-0.782861653,2.816589571,1.811773859,11.48893
-1.680902956,-0.658249581,2.324560608,1.681742922,-1.49915752,-0.661968667,2.413481134,1.467550773,11.75739
0.134072904,0.098602437,0.134072904,0.098602437,0.187948567,0.148232239,0.187948567,0.148232239,0
0.163090146,0.11974851,0.163090146,0.11974851,0.150804165,0.112140223,0.150804165,0.112140223,0
-2.808018336,-1.345669301,4.099688031,2.508848758,-2.851803434,-1.299133272,4.086781737,2.539261877,16.50996
-2.176226169,-0.901058001,2.280227646,1.693968648,-2.371105628,-0.880004781,2.042225091,1.684271253,18.52772
0.13347283,0.098623122,0.13347283,0.098623122,0.108997737,0.082758844,0.108997737,0.082758844,0
0.135218037,0.099466377,0.135218037,0.099466377,0.165965305,0.120340351,0.165965305,0.120340351,0
0.163602972,0.120701713,0.163602972,0.120701713,0.113415135,0.077617979,0.113415135,0.077617979,0
-3.710543104,-1.796928447,4.70622737,2.818606119,-3.701975927,-1.751631628,5.062396508,2.812862994,22.38854
-2.64792057,-1.242224152,3.301202542,1.987113254,-2.948394234,-1.399382928,3.221261917,2.009642853,25.86314
0.097359153,0.072444976,0.097359153,0.072444976,0.10275095,0.073170455,0.10275095,0.073170455,0
-2.821345088,-1.65746192,4.907328499,2.637547169,-3.128537355,-1.844508979,4.586841094,2.77573162,22.65724
-2.499085886,-1.048045258,3.07851055,2.009077814,-2.329145998,-0.989622838,3.362033626,1.907741159,16.26757
0.177721152,0.133863038,0.177721152,0.133863038,0.187645135,0.14103281,0.187645135,0.14103281,0
-1.537374721,-0.579147735,2.278103175,1.580256846,-1.196667545,-0.528148543,2.553284733,1.507601657,11.05046
-2.380263001,-0.967055535,3.486436284,2.255238746,-2.278404534,-1.009982404,3.506939652,2.130886184,14.97361
0.138235602,0.100918795,0.138235602,0.100918795,0.147365762,0.114186719,0.147365762,0.114186719,0
0.206164499,0.158429146,0.206164499,0.158429146,0.134837474,0.094143769,0.134837474,0.094143769,0
0.141427224,0.107035257,0.141427224,0.107035257,0.085890417,0.060875695,0.085890417,0.060875695,0
-1.829677836,-0.68505153,2.513970054,1.764572009,-1.462298968,-0.696281812,2.494358338,1.493677782,11.70705
0.142532384,0.105134992,0.142532384,0.105134992,0.127360801,0.092314515,0.127360801,0.092314515,0
-1.369660218,-0.473465345,1.440649897,1.223604825,-0.561100542,-0.494447608,1.290892826,1.188999543,13.52785
-3.517967073,-1.918221368,5.53068097,3.05026177,-3.685124709,-1.824599597,5.296312935,3.082002412,22.79774
0.136798899,0.10214489,0.136798899,0.10214489,0.132054329,0.104412729,0.132054329,0.104412729,0
-2.094700611,-0.79211098,2.600940224,1.892997891,-2.061246257,-0.882667334,3.192778065,1.993006982,13.48434
-2.414022425,-0.976848708,2.533960832,1.785064832,-2.446372804,-0.880914691,2.381507093,1.852698189,19.65101
0.130627324,0.095827924,0.130627324,0.095827924,0.119209619,0.086419457,0.119209619,0.086419457,0
0.124081396,0.089995983,0.124081396,0.089995983,0.118047845,0.088145605,0.118047845,0.088145605,0
-2.52567007,-0.98399138,2.436580564,1.844565435,-2.590092686,-1.075474641,2.617941554,1.727205509,21.39991
-2.321462438,-0.913062056,2.520726021,1.888511973,-2.177453763,-0.875334264,2.682277272,1.721604571,17.5322
-1.835153656,-0.723892039,1.917914417,1.349488991,-1.664497485,-0.669790705,1.941879912,1.257349456,19.56863
-3.669665065,-1.735850734,4.623002776,2.865998181,-3.440092011,-1.693958323,4.571379591,2.635395211,21.65405
-2.347992431,-1.033071517,2.675663796,1.813646134,-2.674504155,-0.973039345,2.987533948,1.994184985,19.4179
-3.450325797,-1.567084398,4.00413809,2.74625041,-3.075960228,-1.512003369,4.422565282,2.651454357,21.2662
-1.655530541,-0.587082718,2.201436897,1.578464818,-1.607461877,-0.60187556,2.532796138,1.522014769,12.86958
-3.463898447,-1.584339191,4.209361181,2.721074982,-3.507693885,-1.613637302,4.087354764,2.517420578,21.62787
-3.294699444,-1.478234141,4.360170369,2.766225469,-3.463152153,-1.56225169,4.642349149,3.102833229,18.05287
-1.783803346,-0.786750862,2.738226538,1.698177488,-1.505297807,-0.825987314,2.811536666,1.717650465,13.22564
-2.453343013,-0.975705334,2.4685449,1.900704596,-2.084795222,-0.973246914,2.660579105,1.606370972,19.97654
0.134812328,0.101466364,0.134812328,0.101466364,0.116712814,0.080628001,0.116712814,0.080628001,0
-3.050690564,-1.556471117,4.124480752,2.537539364,-3.065081982,-1.699683384,4.31230046,2.472411147,25.08467
0.141059421,0.104607566,0.141059421,0.104607566,0.16525848,0.129461967,0.16525848,0.129461967,0
-2.815564563,-1.562988404,4.784182338,2.708193578,-2.586239732,-1.56985147,4.994036955,2.572252452,18.39179
0.121054964,0.089511465,0.121054964,0.089511465,0.109367113,0.079832074,0.109367113,0.079832074,0
0.172141675,0.129814712,0.172141675,0.129814712,0.104342586,0.072819071,0.104342586,0.072819071,0
-3.481449344,-1.943956848,5.689950683,3.077591735,-3.503293701,-2.032514658,5.766779523,3.040521578,22.08654
-2.257244566,-1.041243341,2.886932035,1.991693682,-2.361453717,-1.144571412,3.272844366,2.02841019,18.60394
0.100572123,0.070166294,0.100572123,0.070166294,0.128598632,0.102815186,0.128598632,0.102815186,0
-1.946595324,-0.803607981,2.201053828,1.620565382,-2.310520119,-0.769752441,1.858851788,1.724721551,18.17476
-3.921319333,-2.145028315,6.203769959,3.479912599,-4.191018098,-2.179812553,5.303089415,3.550279639,23.4131
-2.849897539,-1.359485956,4.073118826,2.420328601,-2.913958645,-1.308955582,3.953719819,2.501033416,16.64809
-1.421443308,-0.511867285,1.660207149,1.256988926,-1.682994407,-0.504554904,1.31388082,1.310300514,12.98605
-3.016081239,-1.827506512,5.419986379,2.917476073,-2.390703762,-1.638108704,5.932699491,2.524768746,22.02713
-1.257283387,-0.325138424,0.766774963,0.942361272,-0.965700342,-0.333149125,1.420552254,0.913768537,12.20334
-1.835632769,-0.581685089,1.575075226,1.36110098,-1.876840663,-0.55760701,1.419729059,1.33717745,16.9983
0.113942241,0.084030973,0.113942242,0.084030973,0.140003631,0.108793228,0.140003631,0.108793228,0
-2.527012088,-1.199199083,3.224757625,2.06729035,-2.315399953,-1.243544005,3.662813397,1.923691279,22.24655
0.146437902,0.109654211,0.146437902,0.109654211,0.110244565,0.080608775,0.110244565,0.080608775,0
0.173230495,0.131414949,0.173230495,0.131414949,0.139177488,0.099418542,0.139177488,0.099418542,0
-2.268005579,-0.916167555,2.59446607,1.836394638,-2.272515262,-0.893725933,2.582510914,1.725310271,17.46567
0.110966855,0.08161221,0.110966855,0.08161221,0.109900787,0.075082768,0.109900787,0.075082768,0
-2.22349163,-0.93466112,2.23152361,1.560064203,-2.024659292,-0.919254523,2.583594284,1.603706571,24.3914
-4.173182765,-2.382778207,6.628357864,3.694575855,-3.9392097,-2.410949742,7.227551399,3.717580735,25.62625
-2.883601954,-1.311785395,3.266434877,2.06494282,-2.689665762,-1.325857308,3.634000215,2.044790685,24.86927
-4.423465874,-2.26087407,5.972923265,3.513582223,-4.328741202,-2.221589008,5.721837819,3.371612297,24.02745
-2.246823995,-0.940871171,3.293964137,2.178610514,-2.313999388,-0.987265249,3.882516789,2.54409052,13.58474
-2.299665795,-1.070775375,2.968645367,1.885481038,-2.099698496,-0.989300287,2.7415078,1.720790496,19.82906
-1.874036901,-0.746671701,2.845854687,1.82720864,-1.84990379,-0.704973927,2.649164058,1.936540449,12.16571
-2.829698862,-1.33712205,3.6705671,2.391706487,-2.618944149,-1.428659253,3.96070232,2.322163698,19.47831
-1.142249972,-0.360957066,1.178429107,0.97269529,-1.184996237,-0.40790563,1.26143616,0.913759988,11.84652
0.1152599,0.084664746,0.1152599,0.084664746,0.096155672,0.064491759,0.096155672,0.064491759,0
-2.096644236,-0.797088194,2.06002761,1.585144392,-2.122449742,-0.81554579,2.331179726,1.565416089,17.56863
0.139016673,0.101333389,0.139016673,0.101333389,0.144268564,0.103563634,0.144268564,0.103563634,0
-3.545600088,-1.708076022,4.875740921,2.948863777,-3.494033222,-1.790123063,4.692727701,2.770020394,21.34079
-1.12467977,-0.223958288,1.333336362,1.059763373,-0.764885095,-0.271208534,1.67409313,0.919407344,10.51368
-2.385608414,-1.088540391,3.880114709,2.348619688,-2.292550357,-1.15636462,3.877495584,2.428422004,14.84204
-2.232426927,-0.822188516,2.096181459,1.574004373,-2.084179409,-0.891816777,2.649119766,1.519785448,21.26841
-3.280038814,-1.564315085,4.563926212,2.843234816,-3.180545061,-1.523394942,5.137728588,2.821523799,18.38702
-2.717614072,-1.478721995,4.220359265,2.382727333,-2.602672923,-1.500500004,3.929112948,2.377346781,21.39161
-1.386633302,-0.436386101,1.696048623,1.333841818,-1.467325978,-0.497073521,1.694473015,1.282996958,11.85647
-2.607710628,-1.145917886,3.405671773,2.217930648,-2.860105896,-1.139402667,3.305677756,2.200182302,17.39883
-3.192883298,-1.80372142,5.323640084,2.945237002,-3.456245664,-1.830257921,5.325984486,3.33994241,21.1653
0.172465748,0.130139386,0.172465748,0.130139386,0.183953087,0.137458099,0.183953087,0.137458099,0
0.119403301,0.091931689,0.119403301,0.091931689,0.11859362,0.084244249,0.11859362,0.084244249,0
-2.848982607,-1.357081944,3.480666421,2.095248259,-3.239839108,-1.459393784,3.166242181,2.209166359,25.24894
-1.264520172,-0.333381579,0.981236897,0.994272904,-1.11229933,-0.315230129,1.240427695,0.910238729,12.0442
0.126109211,0.095761415,0.126109211,0.095761415,0.096186638,0.063509705,0.096186639,0.063509705,0
-2.781164123,-1.226667785,3.371780022,2.220134149,-2.880279872,-1.252032163,3.629430941,2.233913052,18.68697
0.14344525,0.107498196,0.14344525,0.107498196,0.136606922,0.106508882,0.136606922,0.106508882,0
-2.557067403,-1.114582192,3.220230344,2.045957288,-2.727318999,-1.049485122,3.300209961,2.126364299,17.85419
0.126670469,0.092393211,0.126670469,0.092393211,0.139547393,0.109755384,0.139547393,0.109755384,0
-1.28292265,-0.534177401,1.952557369,1.273988386,-1.652036976,-0.587327788,1.653140215,1.426693095,12.83897
0.145871378,0.095358903,0.145871378,0.095358903,0.160866088,0.12551459,0.160866088,0.12551459,0
-2.428682129,-1.085526763,3.789103034,2.343408142,-2.114705075,-1.106406488,3.806225786,2.258497371,14.88396
-2.502065664,-1.042128267,3.020505404,2.001049181,-2.582072269,-0.958599726,2.968267273,1.945973778,16.31875
-3.734305923,-1.804117942,4.50880609,2.77350588,-3.996752208,-1.810984594,4.555876046,2.759445607,25.57157
0.156330636,0.119025409,0.156330636,0.119025409,0.099776026,0.070194415,0.099776026,0.070194415,0
-2.655870741,-1.377042751,4.159041218,2.397761659,-2.249824799,-1.356241027,4.429401818,2.263488626,19.52809
-2.515972853,-1.190389412,3.287877464,2.096106738,-2.245114069,-1.218822232,3.562863379,2.008063996,18.38503
0.162774955,0.120129403,0.162774955,0.120129403,0.172195848,0.124243242,0.172195848,0.124243242,0
-2.635899689,-1.211656725,3.869276498,2.456149441,-2.356183446,-1.186395437,4.369874595,2.611089541,14.97064
-2.556750934,-1.156067596,3.697525753,2.423578378,-2.330149519,-1.215228156,4.270508322,2.394589867,14.90179
0.157950044,0.117895442,0.157950044,0.117895442,0.167136175,0.12434841,0.167136175,0.12434841,0
0.147049989,0.111848177,0.147049989,0.111848177,0.09221409,0.067649294,0.09221409,0.067649294,0
-2.667797762,-1.261651256,4.273531302,2.59031315,-2.537167353,-1.281912816,3.802056392,2.458035823,16.25351
-2.6169968,-1.207077687,3.843199798,2.269151887,-2.587909592,-1.150156168,3.659459137,2.179661319,16.52506
-3.05055171,-1.285951558,3.386038063,2.385972672,-3.02066374,-1.277912801,3.817008462,2.454427481,19.20658
0.149977053,0.113181805,0.149977053,0.113181805,0.095933615,0.068517461,0.095933615,0.068517461,0
-1.894846217,-0.79560585,2.093575563,1.556267545,-1.871489019,-0.773074041,2.335955785,1.588506862,18.26666
-2.474624278,-1.098650889,2.791748285,1.933453944,-1.914935381,-1.066778215,2.848239797,1.712925001,19.77647
-2.395122933,-0.886492004,3.109689355,2.228045875,-1.852494481,-0.931994998,3.633846071,2.025501943,13.13067
-4.038366384,-2.04218859,5.542750322,3.109134558,-4.362179378,-2.273664658,5.578535515,3.312757606,24.73199
0.161966809,0.124303658,0.161966809,0.124303658,0.109426445,0.081031955,0.109426445,0.081031955,0
-1.690510267,-0.726806552,1.970496078,1.398702895,-1.715626556,-0.727813686,2.024640877,1.227071061,18.09572
-2.552646881,-1.292391428,4.063199271,2.392094807,-1.94835115,-1.191382091,4.193699727,1.969544433,16.85785
-2.319054889,-1.020134269,2.585196831,1.869952657,-2.374702681,-1.013478612,2.356725414,1.773828391,19.15489
-4.443719027,-2.38983023,6.468040011,3.693065178,-4.159046913,-2.413503344,7.12640351,3.645056408,25.62521
0.095230519,0.068946789,0.095230518,0.068946789,0.07972885,0.058511676,0.07972885,0.058511676,0
-1.747303519,-0.849900796,2.941427448,1.75376933,-1.842122549,-0.798397306,2.597826401,1.932038145,14.0789
-2.095004583,-0.924924698,2.627112522,1.77418693,-1.917032913,-0.962289816,3.056071389,1.625295004,18.14608
-1.772758327,-0.686848274,2.601798428,1.7347086,-1.48170608,-0.694620587,2.462527454,1.611651239,11.89962
-4.090880334,-2.259149922,6.224104706,3.546917152,-3.57632893,-2.175078987,6.309517564,3.216602373,24.87707
0.140393869,0.100243114,0.140393869,0.100243114,0.175255397,0.138138698,0.175255397,0.138138698,0
0.141392257,0.103349863,0.141392257,0.103349863,0.140560439,0.111002473,0.140560439,0.111002473,0
0.125416939,0.093764097,0.125416939,0.093764097,0.151603774,0.110035849,0.151603774,0.110035849,0
-3.862114599,-1.946688943,5.39335999,3.100249969,-4.345638485,-2.083903168,5.58422937,3.606708259,22.18034
-1.975799574,-0.767128761,2.093251213,1.525339934,-2.135864749,-0.774293569,1.814758896,1.492976659,18.44911
0.113795974,0.08505777,0.113795974,0.08505777,0.115817871,0.081724756,0.115817873,0.081724756,0
-1.889538213,-0.709893856,2.011295224,1.421481763,-1.798073493,-0.709640732,2.197033984,1.298750227,17.22569
-3.107128022,-1.444239137,4.097728444,2.59356675,-3.457950217,-1.439693739,4.051202906,2.705264437,17.95111
