Mr_t_exp,Mt_t_exp,Mr_c_exp,Mt_c_exp,Mr_t,Mt_t,Mr_c,Mt_c,ecc
0.19770857,0.153574245,0.19770857,0.153574245,0.16525848,0.129461967,0.16525848,0.129461967,0
-2.802625064,-1.539452451,4.676637199,2.661350648,-2.586239732,-1.56985147,4.994036955,2.572252452,18.39179
0.116736781,0.086753886,0.116736781,0.086753886,0.109367113,0.079832074,0.109367113,0.079832074,0
0.124563696,0.089294808,0.124563696,0.089294808,0.104342586,0.072819071,0.104342586,0.072819071,0
-3.44117579,-1.919241394,5.590527107,3.041901935,-3.503293701,-2.032514658,5.766779523,3.040521578,22.08654
-2.234797589,-1.03798263,2.842863895,1.866142327,-2.361453717,-1.144571412,3.272844366,2.02841019,18.60394
0.133557302,0.101601736,0.133557302,0.101601736,0.128598632,0.102815186,0.128598632,0.102815186,0
-2.110604252,-0.831184916,2.237873126,1.68138633,-2.310520119,-0.769752441,1.858851788,1.724721551,18.17476
-4.033155251,-2.219008983,6.15226943,3.497451975,-4.191018098,-2.179812553,5.303089415,3.550279639,23.4131
-2.713580476,-1.32915775,4.24910533,2.50227168,-2.913958645,-1.308955582,3.953719819,2.501033416,16.64809
-1.430200043,-0.469455302,1.539387732,1.273638131,-1.682994407,-0.504554904,1.31388082,1.310300514,12.98605
-3.082506276,-1.877193621,5.574898811,2.927768525,-2.390703762,-1.638108704,5.932699491,2.524768746,22.02713
-1.222411768,-0.356537865,1.209994147,0.989638985,-0.965700342,-0.333149125,1.420552254,0.913768537,12.20334
-1.720442428,-0.64534762,1.801085556,1.365311902,-1.876840663,-0.55760701,1.419729059,1.33717745,16.9983
0.172382369,0.13277033,0.172382369,0.13277033,0.140003631,0.108793228,0.140003631,0.108793228,0
-2.592624916,-1.235478531,3.29605654,2.097087932,-2.315399953,-1.243544005,3.662813397,1.923691279,22.24655
0.12088712,0.08805385,0.12088712,0.08805385,0.110244565,0.080608775,0.110244565,0.080608775,0
0.157802006,0.113477114,0.157802006,0.113477114,0.139177488,0.099418542,0.139177488,0.099418542,0
-2.187407678,-0.876886644,2.535730754,1.831210026,-2.272515262,-0.893725933,2.582510914,1.725310271,17.46567
0.128403388,0.092086402,0.128403388,0.092086402,0.109900787,0.075082768,0.109900787,0.075082768,0
-2.071964081,-0.905142145,2.363220824,1.51445271,-2.024659292,-0.919254523,2.583594284,1.603706571,24.3914
-4.077869485,-2.30319927,6.372711077,3.569269677,-3.9392097,-2.410949742,7.227551399,3.717580735,25.62625
-2.76412823,-1.28536542,3.311480504,2.034037715,-2.689665762,-1.325857308,3.634000215,2.044790685,24.86927
-4.31433758,-2.225139345,5.907364844,3.410676951,-4.328741202,-2.221589008,5.721837819,3.371612297,24.02745
-2.321874453,-0.969077049,3.379708348,2.249024253,-2.313999388,-0.987265249,3.882516789,2.54409052,13.58474
-2.382371166,-1.102773971,2.930675288,1.921458708,-2.099698496,-0.989300287,2.7415078,1.720790496,19.82906
-1.861895206,-0.767447695,2.8901014,1.870648188,-1.84990379,-0.704973927,2.649164058,1.936540449,12.16571
-2.799862957,-1.305299837,3.5405951,2.30981883,-2.618944149,-1.428659253,3.96070232,2.322163698,19.47831
-1.230434379,-0.39436602,1.366603342,1.046023135,-1.184996237,-0.40790563,1.26143616,0.913759988,11.84652
0.097726662,0.067516486,0.097726662,0.067516486,0.096155672,0.064491759,0.096155672,0.064491759,0
-2.057297773,-0.813585958,2.35716694,1.617416472,-2.122449742,-0.81554579,2.331179726,1.565416089,17.56863
0.148820762,0.108791431,0.148820762,0.108791431,0.144268564,0.103563634,0.144268564,0.103563634,0
-3.469052818,-1.730548656,4.810202789,2.80350649,-3.494033222,-1.790123063,4.692727701,2.770020394,21.34079
-1.136815727,-0.313829074,1.313602113,1.016217969,-0.764885095,-0.271208534,1.67409313,0.919407344,10.51368
-2.384635443,-1.087817437,3.796982494,2.30786242,-2.292550357,-1.15636462,3.877495584,2.428422004,14.84204
-1.948117174,-0.852955739,2.311030768,1.451019707,-2.084179409,-0.891816777,2.649119766,1.519785448,21.26841
-3.227712773,-1.538462679,4.625602161,2.834833738,-3.180545061,-1.523394942,5.137728588,2.821523799,18.38702
-2.909905356,-1.516536601,4.184764201,2.501054456,-2.602672923,-1.500500004,3.929112948,2.377346781,21.39161
-1.427335968,-0.467413176,1.582807778,1.298008261,-1.467325978,-0.497073521,1.694473015,1.282996958,11.85647
-2.484050656,-1.128823277,3.364675525,2.137653755,-2.860105896,-1.139402667,3.305677756,2.200182302,17.39883
-3.288533113,-1.852142615,5.434637888,2.983265182,-3.456245664,-1.830257921,5.325984486,3.33994241,21.1653
0.159263578,0.117656993,0.159263578,0.117656993,0.183953087,0.137458099,0.183953087,0.137458099,0
0.122805655,0.088745087,0.122805655,0.088745087,0.11859362,0.084244249,0.11859362,0.084244249,0
-2.88339636,-1.356161159,3.404560317,2.127312437,-3.239839108,-1.459393784,3.166242181,2.209166359,25.24894
-1.224322672,-0.34875862,1.210557572,1.016556913,-1.11229933,-0.315230129,1.240427695,0.910238729,12.0442
0.100807713,0.070038308,0.100807713,0.070038308,0.096186638,0.063509705,0.096186639,0.063509705,0
-2.665670129,-1.204651151,3.369230861,2.188523134,-2.880279872,-1.252032163,3.629430941,2.233913052,18.68697
0.149796686,0.11184327,0.149796686,0.11184327,0.136606922,0.106508882,0.136606922,0.106508882,0
-2.587505323,-1.118445162,3.233445388,2.148229738,-2.727318999,-1.049485122,3.300209961,2.126364299,17.85419
0.150257232,0.116796096,0.150257232,0.116796096,0.139547393,0.109755384,0.139547393,0.109755384,0
-1.466254571,-0.491716349,1.609499829,1.344726254,-1.652036976,-0.587327788,1.653140215,1.426693095,12.83897
0.150890885,0.113251872,0.150890885,0.113251872,0.160866088,0.12551459,0.160866088,0.12551459,0
-2.409622195,-1.092196123,3.773056123,2.33650471,-2.114705075,-1.106406488,3.806225786,2.258497371,14.88396
-2.462119678,-1.045777703,3.016231143,1.993569684,-2.582072269,-0.958599726,2.968267273,1.945973778,16.31875
-3.566701516,-1.73989442,4.471261564,2.7148525,-3.996752208,-1.810984594,4.555876046,2.759445607,25.57157
0.119042967,0.085586054,0.119042967,0.085586054,0.099776026,0.070194415,0.099776026,0.070194415,0
-2.768061358,-1.395915923,4.037130289,2.388259833,-2.249824799,-1.356241027,4.429401818,2.263488626,19.52809
-2.518612906,-1.176360303,3.347599718,2.09293262,-2.245114069,-1.218822232,3.562863379,2.008063996,18.38503
0.137918306,0.097792643,0.137918306,0.097792643,0.172195848,0.124243242,0.172195848,0.124243242,0
-2.52321015,-1.137493992,3.763723036,2.385259531,-2.356183446,-1.186395437,4.369874595,2.611089541,14.97064
-2.504600559,-1.085543904,3.652637971,2.353962376,-2.330149519,-1.215228156,4.270508322,2.394589867,14.90179
0.178693763,0.134580731,0.178693763,0.134580731,0.167136175,0.12434841,0.167136175,0.12434841,0
0.118379411,0.08589466,0.118379411,0.08589466,0.09221409,0.067649294,0.09221409,0.067649294,0
-2.732219535,-1.327187047,4.313568081,2.578126769,-2.537167353,-1.281912816,3.802056392,2.458035823,16.25351
-2.562229572,-1.226251742,3.894087274,2.272770699,-2.587909592,-1.150156168,3.659459137,2.179661319,16.52506
-2.87659204,-1.30674045,3.638364135,2.337828906,-3.02066374,-1.277912801,3.817008462,2.454427481,19.20658
0.114362395,0.081857927,0.114362395,0.081857927,0.095933615,0.068517461,0.095933615,0.068517461,0
-2.001233295,-0.812641399,2.2554876,1.637868373,-1.871489019,-0.773074041,2.335955785,1.588506862,18.26666
-2.436703183,-1.12914623,2.829667281,1.918122316,-1.914935381,-1.066778215,2.848239797,1.712925001,19.77647
-2.218948551,-0.933499813,3.274176566,2.181664361,-1.852494481,-0.931994998,3.633846071,2.025501943,13.13067
-3.861358895,-1.973572232,5.344225636,3.075844402,-4.362179378,-2.273664658,5.578535515,3.312757606,24.73199
0.127068042,0.091985131,0.127068042,0.091985131,0.109426445,0.081031955,0.109426445,0.081031955,0
-1.72528845,-0.701618468,2.008077655,1.344280675,-1.715626556,-0.727813686,2.024640877,1.227071061,18.09572
-2.581536626,-1.286806665,3.970486762,2.316018462,-1.94835115,-1.191382091,4.193699727,1.969544433,16.85785
-2.356387905,-1.006692313,2.623119845,1.90009562,-2.374702681,-1.013478612,2.356725414,1.773828391,19.15489
-4.282275857,-2.239961143,6.175790862,3.524418727,-4.159046913,-2.413503344,7.12640351,3.645056408,25.62521
0.101384121,0.074124012,0.101384121,0.074124012,0.07972885,0.058511676,0.07972885,0.058511676,0
-1.968513397,-0.836571947,2.747179577,1.86644055,-1.842122549,-0.798397306,2.597826401,1.932038145,14.0789
-2.163277386,-0.943905341,2.59300333,1.774869268,-1.917032913,-0.962289816,3.056071389,1.625295004,18.14608
-1.783431429,-0.679071076,2.407146691,1.725398323,-1.48170608,-0.694620587,2.462527454,1.611651239,11.89962
-4.06078663,-2.22316235,6.225534454,3.491264218,-3.57632893,-2.175078987,6.309517564,3.216602373,24.87707
0.127240036,0.096845,0.127240036,0.096845,0.175255397,0.138138698,0.175255397,0.138138698,0
0.1657124,0.128321467,0.1657124,0.128321467,0.140560439,0.111002473,0.140560439,0.111002473,0
0.143106077,0.106843691,0.143106077,0.106843691,0.151603774,0.110035849,0.151603774,0.110035849,0
-3.927525615,-1.966375368,5.373167293,3.190084024,-4.345638485,-2.083903168,5.58422937,3.606708259,22.18034
-1.960793065,-0.769470551,2.030539001,1.484433065,-2.135864749,-0.774293569,1.814758896,1.492976659,18.44911
0.120777887,0.087094315,0.120777887,0.087094315,0.115817871,0.081724756,0.115817873,0.081724756,0
-1.767153691,-0.700302188,2.133836447,1.405881088,-1.798073493,-0.709640732,2.197033984,1.298750227,17.22569
